106.5-Kiss-FM,https://online.kissfm.ua/KissFM_HD
90s-Dance-by-Mix,https://playerservices.streamtheworld.com/api/livestream-redirect/ACIR11_s01AAC.aac
Deep-House-Radio,http://62.210.105.16:7000/stream
Equinoxe-Radio,https://listen.radioking.com/radio/39218/stream/76118
Exa-FM-92.5-Ecuador,http://playerservices.streamtheworld.com/pls/ECUADORAAC.pls
Hits-1-Maroc,https://player.maroc.hits1radio.com/
HOUSE-by-rautemusik-(rm.fm),https://house-high.rautemusik.fm/?ref=radiobrowser
Ibiza-Sonica-Radio,http://94.75.227.133:7005/
KissFm-Deep,http://online.kissfm.ua/KissFM_Deep_Live
Los-40-Dance,http://playerservices.streamtheworld.com/api/livestream-redirect/LOS40_DANCE_SC
Milano-Lounge-Radio,https://centova.wlservices.org/proxy/pufepstm?mp=/stream
Minimal-Mix-Radio,http://minimalmix.com/minimalmixradio.pls
Mixadance-FM,https://stream.mixadance.fm/mixadance
NRJ-Hits-Remix,http://cdn.nrjaudio.fm/adwz1/fr/31019/mp3_128.mp3?origine=fluxradios
Proton-Radio,https://icecast.protonradio.com/
Pure-Ibiza-Radio,https://pureibizaradio.clubbingradios.com:9518/PureIbizaRadio
Radio-Caprice-Retrowave,http://79.120.39.202:9125/
Radio-Ibiza,http://wma08.fluidstream.net:5010/;stream.aac
Radio-M2O,https://4c4b867c89244861ac216426883d1ad0.msvdn.net/radiom2o/radiom2o/master_ma.m3u8
Radiónica-(HJYM-99.1-Bogotá)-RTVC,http://shoutcast.rtvc.gov.co:8010/;
Radio Orbital,http://centova.radios.pt:8401/;listen.pls
SomaFM-Lush,http://ice.somafm.com/lush-128-mp3
SomaFM-Space-Station-Soma-(AAC),http://somafm.com/spacestation130.pls
Sovietwave,http://station.waveradio.org/soviet.mp3
Studio-92-(92.5-FM-Lima),https://mdstrm.com/audio/5fada553978fe1080e3ac5ea/icecast.audio
Sunshine-Live-Die-90er,http://stream.sunshine-live.de/90er/mp3-192/stream.sunshine-live.de
Sunshine-Live-Techno,http://stream.sunshine-live.de/techno/mp3-192/stream.sunshine-live.de/
Technolovers-EDM,https://stream.technolovers.fm/edm?ref=radiobrowser
